"NAME","FACID","STATEID","MCARE_ID","TELEPHONE","FAXPHONE","FACEMAIL","ABBREV","ADDRESS","FAC_CITY","FAC_ST","FAC_ZIP","FACTYPE","OPERSTDESC","CLOSEDDATE","CNTYNAME","LIC_BED_TOTAL","CERT_BED_TOTAL","OPENDATE","BED_EFFECTIVE_DATE"
"CENTER FOR DIALYSIS CARE, HOME CARE","OHL02984","0459DC","362578","2162957003","2162957166","hross@cdcare.org","SL-DC","25301 EUCLID AVENUE, 2ND FLOOR","EUCLID","OH","44117","L63","ACTIVE","","CUYAHOGA","3","0","06/04/1998","02/03/2016"
"CENTER FOR DIALYSIS CARE, MENTOR","OHL02970","0639DC","362505","2162957003","2162957166","hross@cdcare.org","SL-DC","8900 TYLER BOULEVARD","MENTOR","OH","44060","L63","ACTIVE","","LAKE","26","0","02/28/2001","02/28/2001"
"CENTER FOR DIALYSIS CARE, OAKWOOD","OHL40908","0889DC","362717","2162957003","2162957166","hross@cdcare.org","SL-DC","7690 FIRST PLACE, SUITE F","OAKWOOD VILLAGE","OH","44146","L63","ACTIVE","","CUYAHOGA","20","0","03/13/2008","03/13/2008"
"CENTER FOR DIALYSIS CARE, PAINESVILLE","OHL41568","1000DC","362773","2162957003","2162957003","hross@cdcare.org","SL-DC","1233 MENTOR AVENUE","PAINESVILLE","OH","44077","L63","ACTIVE","","LAKE","15","0","08/11/2011","08/11/2011"
"CENTER FOR REHABILITATION AT HAMPTON WOODS THE","OHL41943","2737N","366442","3307071300","3307071301","sdemidovich@woodlandsllc.com","SL-NH","1517 EAST WESTERN RESERVE ROAD","POLAND","OH","44514","L11","ACTIVE","","MAHONING","26","0","05/31/2016","05/31/2016"
"CENTER FOR RESPITE CARE, INC","OHL42078","2800R","","5136211868","5136211872","finance@centerforrespitecare.org","SL-R","1615 REPUBLIC STREET","CINCINNATI","OH","45202","L12","ACTIVE","","HAMILTON","20","0","12/21/2017","09/04/2018"
"CENTER FOR SPECIALTY SURGERY OF COLUMBUS","OHL50896","1312AS","","6146473868","6148336016","jennifer.barrow@capitolpain.com","SL-AS","5040 FOREST DRIVE, SUITE 230","NEW ALBANY","OH","43054","L61","ACTIVE","","FRANKLIN","2","0","01/30/2023","01/30/2023"
"CENTER FOR SURGERY THE","OHL00573","0358AS","36C0001075","3309237636","3309231313","kwarren@daviseyecenter.com","SL-AS","789 GRAHAM ROAD","CUYAHOGA FALLS","OH","44221","L61","ACTIVE","","SUMMIT","2","0","01/22/1997","01/09/2003"
"CENTER FOR SURGICAL DERMATOLOGY ASC","OHL40643","0827AS","36C0001224","6148474100","6144301604","brooke.lyons@qualderm.com","SL-AS","428 COUNTY LINE ROAD WEST","WESTERVILLE","OH","43082","L61","ACTIVE","","DELAWARE","5","0","05/10/2007","05/10/2007"
"CENTER HAVEN - HAMILTON","OHL01615","1216R","","5138689600","5138681174","centerhaven1@aol.com","SL-R","422 NORTH SECOND STREET","HAMILTON","OH","45011","L12","ACTIVE","","BUTLER","26","0","06/01/1965","01/16/2002"
"CENTER RIDGE DIALYSIS","OHL41547","0996DC","362776","4403272070","4403271563","vickie.thompson@davita.com","SL-DC","38630 CENTER RIDGE ROAD","NORTH RIDGEVILLE","OH","44039","L63","ACTIVE","","LORAIN","14","0","08/16/2011","08/16/2011"
"CENTERBURG POINTE","OHL01128","1036N","366299","7406255401","7406265367","john.dombrowski@saberhealth.com","SL-NH","4531 COLUMBUS ROAD","CENTERBURG","OH","43011","L11","ACTIVE","","KNOX","76","0","05/01/1958","09/05/2024"
"CENTERVILLE HEALTH AND REHAB","OHL01685","0423N","365764","9374333441","9374336207","jrarick@centervillerehab.com","SL-NH","7300 MCEWEN ROAD","DAYTON","OH","45459","L11","ACTIVE","","MONTGOMERY","120","0","06/01/1963","09/07/2023"
"CENTERVILLE PLACE ASSISTED LIVING","OHL01599","0423R","","9374333441","9374336207","wramsey@centervillerehab.com","SL-R","7415 LIBERTY WOODS LANE","DAYTON","OH","45459","L12","ACTIVE","","MONTGOMERY","78","0","09/19/1994","06/13/2003"
"CENTERVILLE POST ACUTE","OHL01905","2105N","366100","9374369700","9374361495","legal@pacs.com","SL-NH","1001 ALEX-BELL ROAD","CENTERVILLE","OH","45459","L11","ACTIVE","","MONTGOMERY","129","0","01/14/1997","06/30/2023"
"CENTERWELL HOME HEALTH II","OHL50766","0760HHS","","4402321800","","kandice.davies@centerwellhomehealth.com","SL-HMED","31225 BAINBRIDGE ROAD SUITE 1","SOLON","OH","44139","LA1","ACTIVE","","CUYAHOGA","","","10/28/2022",""
"CENTERWELL HOME HEALTH II","OHL51078","1067HHS","","7403835400","","cynthia.salvator@centerwellhomehealth.com","SL-HMED","1199 DELAWARE AVENUE, STE 105","MARION","OH","43302","LA1","ACTIVE","","MARION","","","07/19/2023",""
"CENTERWELL HOME HEALTH II","OHL51077","1066HHS","","4192810517","","kandice.davies@centerwellhomehealth.com","SL-HMED","2281 VILLAGE MALL DRIVE, STE 5","ONTARIO","OH","44906","LA1","ACTIVE","","RICHLAND","","","07/19/2023",""
"CENTERWELL HOME HEALTH II","OHL51076","1065HHS","","7403972225","","cynthia.salvator@centerwellhomehealth.com","SL-HMED","601 PITTSBURGH AVENUE SUITE A","MOUNT VERNON","OH","43050","LA1","ACTIVE","","KNOX","","","07/19/2023",""
"CENTRAL HEALTHCARE SERVICES LLC","OHL99538","3343HHS","","6144320029","","rahmahaji27@gmail.com","SL-HMED","2105 SOUTH HAMILTON RD SUITE 201C","COLUMBUS","OH","43232","LA1","ACTIVE","","FRANKLIN","","","10/16/2024",""
"CENTRAL HOME HEALTHCARE, LLC","OHL51536","1507HHS","","6147250464","","centralhome22@gmail.com","SL-HMED","3958 BROWN PARK DR, STE B","HILLIARD","OH","43026","LA1","ACTIVE","","FRANKLIN","","","07/28/2023",""
"CENTRAL OHIO COMPASSION CARE","OHL52116","1998HHS","","6145496228","","harry.cocc@proton.me","SL-HMED","4701 OLENTANGY RIVER RD, STE 200A","COLUMBUS","OH","43214","LA1","ACTIVE","","FRANKLIN","","","02/22/2024",""
"CENTRAL OHIO ELDERLY CARE LLC","OHL50797","0790HHS","","6145233261","","coecare@yahoo.com","SL-HMED","2615 E DUBLIN-GRANVILLE ROAD","COLUMBUS","OH","43231","LA1","ACTIVE","","FRANKLIN","","","10/03/2022",""
"CENTRAL OHIO ENDOSCOPY CENTER, LLC","OHL40988","0901AS","36C0001242","6147545565","6144579519","dsauls@ohiogastro.com","SL-AS","6670 PERIMETER DRIVE","DUBLIN","OH","43016","L61","ACTIVE","","FRANKLIN","3","0","06/30/2008","06/30/2008"
"CENTRAL OHIO ENDOSCOPY CENTER, LLC","OHL42169","1228AS","36C0001319","6147545500","6144579519","dsauls@ohiogastro.com","SL-AS","1025 REFUGEE ROAD, 1ST  FLOOR","PICKERINGTON","OH","43147","L61","ACTIVE","","FAIRFIELD","3","0","01/23/2019","01/23/2019"
"CENTRAL OHIO ENDOSCOPY CENTER, LLC","OHL499999","0692AS","36C0001168","6147545500","6144579519","dsauls@ohiogastro.com","SL-AS","85 MCNAUGHTEN ROAD, SUITE 320A","COLUMBUS","OH","43213","L61","ACTIVE","","FRANKLIN","2","0","01/09/2003","01/09/2003"
"CENTRAL OHIO ENDOSCOPY CENTER, LLC","OHL42319","1289AS","36C0001340","6147545500","6144579519","dsauls@ohiogastro.com","SL-AS","430 ALTAIR PARKWAY, SUITE 120","WESTERVILLE","OH","43082","L61","ACTIVE","","DELAWARE","3","0","04/01/2021","04/01/2021"
"CENTRAL OHIO ENDOSCOPY CENTER, LLC","OHL41808","1101AS","36C0001284","6147545565","6144579519","dsauls@ohiogastro.com","SL-AS","3400 OLENTANGY RIVER ROAD","COLUMBUS","OH","43202","L61","ACTIVE","","FRANKLIN","4","0","10/06/2014","10/06/2014"
"CENTRAL OHIO HEALTHCARE SYSTEMS","OHL50331","0326HHS","","6142358096","","hajhamhoz@yahoo.com","SL-HMED","3303 SULLIVANT AVENUE","COLUMBUS","OH","43204","LA1","ACTIVE","","FRANKLIN","","","09/30/2022",""
"CENTRAL OHIO HOME CARE SERVICES","OHL51643","1608HHS","","6143167629","","centralohiohomecareservices@gmail.com","SL-HMED","470 W BROAD STREET SUITE #1059","COLUMBUS","OH","43215","LA1","ACTIVE","","FRANKLIN","","","09/08/2023",""
"CENTRAL OHIO LIVE CARE CENTER, LLC","OHL51084","1071HHS","","6147353165","","colcc4@gmail.com","SL-HMED","1150 MORSE ROAD, STE 110","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","07/19/2023",""
"CENTRAL OHIO SURGICAL INSTITUTE","OHL32992","0733AS","36C0001186","6144132233","6144132234","cgrice@cosisurg.com","SL-AS","6520 WEST CAMPUS OVAL","NEW ALBANY","OH","43054","L61","ACTIVE","","FRANKLIN","5","0","11/24/2003","11/24/2003"
"CENTRAL OHIO UROLOGY SURGERY CENTER LLC","OHL41693","1057AS","36C0001276","6143962684","6143962675","alewis@centralohiourology.com","SL-AS","701 TECH CENTER DRIVE,  SUITE 200","GAHANNA","OH","43230","L61","ACTIVE","","FRANKLIN","6","0","05/30/2013","05/30/2013"
"CENTRAL PARKE ALZHEIMER'S SPECIAL CARE CENTER","OHL41870","2702R","","5133233725","5133983898","hilary.slone@sunshineret.com","SL-R","7495 CENTRAL PARKE BLVD","MASON","OH","45040","L12","ACTIVE","","WARREN","66","0","09/17/2015","09/17/2015"
"CENTRAL STAR HOME HEALTH","OHL50965","0957HHS","","4197569449","","nkelly@extendedfamilycare.com","SL-HMED","2003 WEST 4TH STREET, STE 116","ONTARIO","OH","44906","LA1","ACTIVE","","RICHLAND","","","12/01/2022",""
"CENTREVILLE VILLAGE","OHL41966","2748R","","3304884905","3306276208","centrevillevillage@gmail.com","SL-R","1082 KENSINGTON ROAD NE","CARROLLTON","OH","44615","L12","ACTIVE","","CARROLL","108","0","08/23/2016","01/11/2018"
"CENTRUM AT WILLOW BROOK THE","OHL01161","2085R","","7403684696","7403697034","nketron@willow-brook.org","SL-R","100 WILLOW BROOK WAY SOUTH","DELAWARE","OH","43015","L12","ACTIVE","","DELAWARE","131","0","08/16/1996","11/01/2024"
"CERTIFY AGENCY RESOURCES ENFORCEMENT LLC","OHL50188","0183HHS","","6148009748","","care.corp@yahoo.com","SL-HMED","2600 HINGHAM LANE","COLUMBUS","OH","43224","LA1","ACTIVE","","FRANKLIN","","","09/30/2022",""
"CHAMBERLIN HEALTHCARE CENTER","OHL01762","1639N","365734","5137935220","5139841321","tremmert@chs-corp.com","SL-NH","3889 EAST GALBRAITH ROAD","CINCINNATI","OH","45236","L11","ACTIVE","","HAMILTON","162","0","08/01/1977","01/14/2002"
"CHAMPION CARE","OHL51673","1637HHN","","4402588896","","kpsobon@gmail.com","SL-HNM","1800 W 41ST STREET","LORAIN","OH","44053","LA2","ACTIVE","","LORAIN","","","09/18/2023",""
"CHAMPION CITY HOME HEALTH CARE","OHL50355","0350HHS","","9375042915","","jeromevinson@att.net","SL-HMED","1030 N. FOUNTAIN AVE","SPRINGFIELD","OH","45504","LA1","ACTIVE","","CLARK","","","10/18/2022",""
"CHAMPION ESTATES ASSISTED LIVING","OHL41659","2619R","","3308411555","3308412244","vdalesandro@windsorhouseinc.com","SL-R","1 WINDSOR PLACE","WARREN","OH","44483","L12","ACTIVE","","TRUMBULL","65","0","12/03/2012","12/03/2012"
"CHAMPION HOME HEALTH AGENCY LLC","OHL6856","3415HHN","","2164001707","","alemco_85@yahoo.com","SL-HNM","5055 MARY LOUISE CT","MORROW","OH","45152","LA2","ACTIVE","","WARREN","","","10/15/2024",""
"CHAMPION HOME HEALTH CARE","OHL99458","3266HHS","","6143165005","","championhomehealthcare65@gmail.com","SL-HMED","2700 E DUBLIN GRANVILLE RD STE 300W","COLUMBUS","OH","43231","LA1","ACTIVE","","FRANKLIN","","","08/29/2024",""
"CHAMPION LIFE HOMECARE","OHL6868","3438HHN","","3175317990","","admin@championlifehomecare.com","SL-HNM","4764 FISHBURG RD STE E","HUBER HEIGHTS","OH","45424","LA2","ACTIVE","","MONTGOMERY","","","10/07/2024",""
"CHANELLS HELPING HANDS","OHL7271","3856HHN","","4409022611","","ccrncampbell@icloud.com","SL-HNM","311 ELM STREET STE 270","CINCINNATI","OH","45202","LA2","ACTIVE","","HAMILTON","","","03/20/2025",""
"CHAPEL GROVE INN THE","OHL50121","2387R","","7405224663","7405221999","amy@chapelgroveinn.com","SL-R","1400 CHAPEL WAY","HEATH","OH","43056","L12","ACTIVE","","LICKING","120","0","08/15/2003","12/21/2010"
"CHAPEL HILL COMMUNITY","OHL500108","1180R","","3308544177","3308541824","jkerr@uchinc.org","SL-R","12200 STRAUSSER STREET, NORTHWEST","CANAL FULTON","OH","44614","L12","ACTIVE","","STARK","46","0","11/01/1964","08/19/2021"
"CHAPEL HILL COMMUNITY","OHL01364","1180N","365494","3308544177","3308541824","jkerr@uchinc.org","SL-NH","12200 STRAUSSER STREET, NORTHWEST","CANAL FULTON","OH","44614","L11","ACTIVE","","STARK","90","0","11/01/1964","04/30/2020"
"CHARDON HEALTHCARE CENTER","OHL00238","1881N","365711","4402859400","4402589378","licensurenotices@chs-corp.com","SL-NH","620 WATER STREET","CHARDON","OH","44024","L11","ACTIVE","","GEAUGA","99","0","01/04/1988","12/31/2016"
"CHARDON SURGERY CENTER","OHL41443","0979AS","36C0001261","4402852900","4402862905","jmolica@chardonsurgerycenter.com","SL-AS","150 SEVENTH AVE","CHARDON","OH","44024","L61","ACTIVE","","GEAUGA","4","0","09/09/2010","09/09/2010"
"CHARDON WOODS","OHL00090","1934N","365800","4402854040","4402857743","kschindler@journey-hc.com","SL-NH","12340 BASS LAKE ROAD","CHARDON","OH","44024","L11","ACTIVE","","GEAUGA","161","0","09/01/1980","08/14/2013"
"CHARIS COMPANY, THE","OHL51913","1811HHN","","6144039840","","jennifer@wearecharis.com","SL-HNM","6733 CREAMER ROAD","ORIENT","OH","43146","LA2","ACTIVE","","FRANKLIN","","","06/12/2023",""
"CHARLIES ANGELS HOME HEALTHCARE LLC","OHL98865","2149HHN","","4198105438","","charliesangelshhc@gmail.com","SL-HNM","744 GENEVA AVE","TOLEDO","OH","43609","LA2","ACTIVE","","LUCAS","","","04/05/2024",""
"CHARM HOME CARE LLC","OHL52164","2046HHN","","2162504429","","charmhomecare77@gmail.com","SL-HNM","2800 EUCLID AVE SUITE 509B","CLEVELAND","OH","44115","LA2","ACTIVE","","CUYAHOGA","","","02/12/2024",""
"CHARTER SENIOR LIVING OF OAK OPENINGS","OHL42153","2841R","","4198820029","4193656688","kelleys@charterseniorliving.com","SL-R","6805 SYLVANIA AVENUE","SYLVANIA","OH","43560","L12","ACTIVE","","LUCAS","88","0","01/24/2019","03/05/2019"
"CHASE HOME HEALTHCARE LLC","OHL50953","0945HHS","","6789926780","","chasehhc@gmail.com","SL-HMED","1495 MORSE RD SUITE 301","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","07/13/2023",""
"CHASE MEDICAL SERVICES, LLC","OHL99391","3199HHN","","2162886121","","darlene@chasemedicalstaffing.com","SL-HNM","1772 CATALPA RD","CLEVELAND","OH","44112","LA2","ACTIVE","","CUYAHOGA","","","07/10/2024",""
"CHATEAU AT MOUNTAIN CREST NURSING & REHAB CTR THE","OHL01767","1661N","365005","8592550075","8592815150","lcarter@mountainhc.com","SL-NH","2586 LAFEUILLE AVENUE","CINCINNATI","OH","45211","L11","ACTIVE","","HAMILTON","167","0","12/20/1994","06/30/2023"
"CHECKING ON OUR LOVED ONES","OHL99426","3234HHS","","6149063200","","jransom@nishub.com","SL-HMED","6117 GEORGES PARK DRIVE","CANAL WHCHSTR","OH","43110","LA1","ACTIVE","","FAIRFIELD","","","08/13/2024",""
"CHECKING ON OUR LOVED ONES","OHL99172","2990HHN","","6149063200","","jransom@nishub.com","SL-HNM","6117 GEORGES PARK DRIVE","CANAL WINCHESTER","OH","43110","LA2","ACTIVE","","FAIRFIELD","","","06/12/2023",""
"CHELSEA HEALTH CARE LLC","OHL99011","2828HHS","","6148639600","","mtemenu@chelseahealthcarellc.com","SL-HMED","4290 MACSWAY AVE, STE A","COLUMBUS","OH","43232","LA1","ACTIVE","","FRANKLIN","","","05/09/2024",""
"CHENAULT HOME CARE LLC","OHL51392","1372HHN","","5134648466","","chenaultjannessa@gmail.com","SL-HNM","8050 BECKETT CENTER DRIVE, STE 103","WEST CHESTER","OH","45069","LA2","ACTIVE","","BUTLER","","","04/18/2023",""
"CHERISH HOSPICE LLC","OHL42357","0270HSP","361720","9373557154","9379981022","sengel@cherish-hospice.com","SL-HOS","1929 EAST HIGH STREET","SPRINGFIELD","OH","45505","L31","ACTIVE","","CLARK","","","10/28/2021",""
"CHERISHED COMPANIONS HOME CARE LLC","OHL50812","0805HHN","","4404845390","","da.wilber@gmail.com","SL-HNM","7181 CHAGRIN RD SUITE 200","CHAGRIN FALLS","OH","44023","LA2","ACTIVE","","GEAUGA","","","09/30/2022",""
"CHERITH CARE CENTER AT WILLOW BROOK","OHL40013","2085N","366246","7403690048","7403684667","nketron@willow-brook.org","SL-NH","100 WILLOW BROOK WAY, SOUTH","DELAWARE","OH","43015","L11","ACTIVE","","DELAWARE","34","0","03/04/2002","03/04/2002"
"CHERRY BLOSSOM SENIOR LIVING","OHL42198","2863R","","6145465581","6149277270","jmiddleton@cscommunities.com","SL-R","79 BLOSSOM FIELD BLVD","COLUMBUS","OH","43213","L12","ACTIVE","","FRANKLIN","150","0","07/02/2019","07/02/2019"
"CHERRY VALLEY DIALYSIS","OHL41186","0941DC","362744","7405221699","7405221555","vickie.thompson@davita.com","SL-DC","1627 WEST MAIN STREET","NEWARK","OH","43055","L63","ACTIVE","","LICKING","29","0","07/16/2009","07/23/2013"
"CHESTERWOOD ATC","OHL01965","2245N","366080","5138134259","5137774249","sarag@carespring.com","SL-NH","7924 CHESTERWOOD BLVD","WEST CHESTER","OH","45069","L11","ACTIVE","","BUTLER","125","0","07/27/1999","06/12/2019"
"CHILDREN'S HOME CARE OF DAYTON","OHL51551","1521HHS","","9376414663","","krummk@childrensdayton.org","SL-HMED","18 CHILDREN'S PLAZA","DAYTON","OH","45404","LA1","ACTIVE","","MONTGOMERY","","","07/10/2023",""
"CHILDREN'S HOSPITAL HOME HEALTH","OHL42526","0115HHS","","5136364663","","susan.wade-murphy@cchmc.org","SL-HMED","660 LINCOLN AVENUE","CINCINNATI","OH","45206","LA1","ACTIVE","","HAMILTON","","","",""
"CHILLICOTHE POST ACUTE","OHL01058","1658N","365576","7407735000","7407724491","legal@pacs.com","SL-NH","1058 COLUMBUS STREET","CHILLICOTHE","OH","45601","L11","ACTIVE","","ROSS","99","0","03/01/1978","12/31/2015"
"CHOICE CARE AT HOME","OHL7026","3604HHN","","7404373709","","mpratt@choicecares.com","SL-HNM","405 3RD AVENUE","CHESAPEAKE","OH","45619","LA2","ACTIVE","","LAWRENCE","","","12/04/2024",""
"CHOSEN HEALTH CARE OF OHIO","OHL99088","2906HHN","","6148977839","","1chcoohio@gmail.com","SL-HNM","3514 CREEK MEADOWS DR","PICKERINGTON","OH","43147","LA2","ACTIVE","","FAIRFIELD","","","05/24/2024",""
"CHOSEN HEALTHCARE SERVICES LLC THE","OHL51306","1289HHS","","6145681544","","thechosenhealthcare@gmail.com","SL-HMED","5310 E MAIN STREET, SUITE 207","WHITEHALL","OH","43213","LA1","ACTIVE","","FRANKLIN","","","03/24/2023",""
"CHOSEN HOME CARE SERVICES LLC","OHL52001","1894HHN","","6147254663","","cici@chosenhomecare.com","SL-HNM","1395 E DUBLIN-GRANVILLE RD, STE 412A","COLUMBUS","OH","43229","LA2","ACTIVE","","FRANKLIN","","","01/12/2024",""
"CHOSEN ONE HOME HEALTHCARE LLC","OHL50957","0949HHS","","6143687277","","admin@chosenonehhc.com","SL-HMED","290 WEST AVE, UNIT G","TALLMADGE","OH","44278","LA1","ACTIVE","","SUMMIT","","","09/30/2022",""
"CHP HOME CARE & HOSPICE","OHL00891","0016HSP","361507","4192389223","4192389391","deb_buechner@comhealthpro.org","SL-HOS","1159 WESTWOOD DRIVE","VAN WERT","OH","45891","L31","ACTIVE","","VAN WERT","","","",""
"CHP HOME CARE & HOSPICE","OHL50635","0629HHS","","4192389223","","brent_tow@comhealthpro.org","SL-HMED","1159 WESTWOOD DRIVE","VAN WERT","OH","45891","LA1","ACTIVE","","VAN WERT","","","09/30/2022",""
"CHRIST CARE HOME HEALTH LLC","OHL98848","2133HHN","","6143779709","","christcare24@yahoo.com","SL-HNM","444 CRANDALL AVENUE","YOUNGSTOWN","OH","44504","LA2","ACTIVE","","MAHONING","","","04/02/2024",""
"CHRIST HOSPITAL","OHL2360","1187LH","369811","5135852000","","catherine.jonas@thechristhospital.com","SL-HSP","2139 AUBURN AVENUE","CINCINNATI","OH","45219","LH1","ACTIVE","","HAMILTON","672","0","09/30/2024","01/28/2025"
"CHRIST HOSPITAL HOME CARE","OHL42547","0136HHS","","5133320090","","debbie.katsetos@ashomecarenet.com","SL-HMED","4077 DUKE DRIVE BUILDING, STE 135","CINCINNATI","OH","45242","LA1","ACTIVE","","HAMILTON","","","",""
"CHRIST HOSPITAL MEDICAL CENTER - LIBERTY TOWNSHIP","OHL42076","0206MAT","","5135851964","5135850431","stephanie.mcbride@thechristhospital.com","SL-MAT","6939 COX ROAD","LIBERTY TOWNSHIP","OH","45069","L89","ACTIVE","","BUTLER","41","0","01/01/2018","10/01/2019"
"CHRIST HOSPITAL SURGERY CENTER THE","OHL03238","0641AS","","5135852945","5135853292","angela.fogarty@thechristhospital.com","SL-AS","4850 RED BANK EXPRESSWAY","CINCINNATI","OH","45227","L61","ACTIVE","","HAMILTON","5","0","08/23/2001","08/23/2002"
"CHRIST HOSPITAL THE","OHL03398","0156MAT","","5135851964","5135850431","stephanie.mcbride@thechristhospital.com","SL-MAT","2139 AUBURN AVENUE","CINCINNATI","OH","45219","L89","ACTIVE","","HAMILTON","145","0","","01/12/2023"
"CHRISTEE'S HOME CARE LLC","OHL50465","0460HHN","","8009865190","","abi@christeeshomecare.com","SL-HNM","230 NORTHLAND BLVD STE 130","CINCINNATI","OH","45246","LA2","ACTIVE","","HAMILTON","","","09/30/2022",""
"CHRISTIAN HOME CARE LLC","OHL99183","3001HHN","","4192542840","","sue@christianhomecare.com","SL-HNM","5555 AIRPORT HWY SUITE 290","TOLEDO","OH","43617","LA2","ACTIVE","","LUCAS","","","06/12/2024",""
"CHRISTIAN HOME HEALTHCARE","OHL51799","1753HHN","","4123230203","","nautice@christianhomehealthcare4u.com","SL-HNM","4254 E. LAKE RD. ","SHEFFIELD LAKE","OH","44054","LA2","ACTIVE","","LORAIN","","","10/24/2023",""
"CHRISTIAN HOUSE","OHL41988","2759R","","3308860386","3308860385","kchristian@achristianhouse.com","SL-R","82 GARFIELD AVENUE","EAST PALESTINE","OH","44413","L12","ACTIVE","","COLUMBIANA","49","0","01/19/2017","01/19/2017"
"CHRISTIAN HOUSE HOME HEALTH OHIO LLC","OHL50765","0759HHS","","3308860386","","bdavis@achristianhouse.com","SL-HMED","82 GARFIELD AVENUE","EAST PALESTINE","OH","44413","LA1","ACTIVE","","COLUMBIANA","","","09/30/2022",""
"CHRISTIAN VILLAGE HOSPICE","OHL51054","0288HSP","","5132042185","5132043461","heather.carter@christianvillages.org","SL-HOS","411 WESTERN ROW ROAD","MASON","OH","45040","L31","ACTIVE","","WARREN","","","03/20/2023",""
"CHRISTMAS HOME HEALTH LLC","OHL51227","1215HHN","","3392749799","","chh.llc@gmail.com","SL-HNM","4300 LYNN ROAD SUITE 203B","RAVENNA","OH","44266","LA2","ACTIVE","","PORTAGE","","","02/09/2023",""
"CHS HOSPICE & PALLIATIVE CARE SERVICE, LLC","OHL41812","0232HSP","361687","7402812243","2016612846","bcasey@continuinghc.com","SL-HOS","856 RIVERSIDE DRIVE SOUTH","MC CONNELSVILLE","OH","43756","L31","ACTIVE","","MORGAN","","","11/05/2014",""
"CHUCKS HOME CARE AGENCY LLC","OHL98953","2232HHN","","7242526084","","chuckshomecare@gmail.com","SL-HNM","416 E 5TH STREET","EAST LIVERPOOL","OH","43920","LA2","ACTIVE","","COLUMBIANA","","","05/03/2024",""
"CIGNA HEALTHCARE OF OHIO","OHH0057","0057HM0","","8602263124","8602265400","not available","SL-HMO","900 COTTAGE GROVE ROAD","HARTFORD","CT","06152","L50","ACTIVE","","HARTFORD","","","09/06/2002",""
