Discipline,HPSA ID,HPSA Name,Designation Type,Primary State Name,County Name,HPSA FTE Short,HPSA Score,PC MCTA Score,Status,Rural Status,Designation Date,Update Date
Primary Care,1397421845,Warrensville Heights/North Randall/ Highland Hills,High Needs Geographic HPSA,Ohio,"Cuyahoga County, OH",0.30,10,14,Designated,Non-Rural,03/14/2022,03/14/2022
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Cuyahoga,"Census Tract 1881.03, Cuyahoga County, Ohio",Census Tract,39035188103,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1881.04, Cuyahoga County, Ohio",Census Tract,39035188104,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1881.05, Cuyahoga County, Ohio",Census Tract,39035188105,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1881.06, Cuyahoga County, Ohio",Census Tract,39035188106,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1881.07, Cuyahoga County, Ohio",Census Tract,39035188107,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1938, Cuyahoga County, Ohio",Census Tract,39035193800,Non-Rural,,,,,,
,Ohio,Cuyahoga,"Census Tract 1939, Cuyahoga County, Ohio",Census Tract,39035193900,Non-Rural,,,,,,
Primary Care,1395109659,The Flats (Warren),High Needs Geographic HPSA,Ohio,"Trumbull County, OH",2.585,14,17,Designated,Non-Rural,03/20/1986,09/09/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Trumbull,"Census Tract 9205, Trumbull County, Ohio",Census Tract,39155920500,Non-Rural,,,,,,
,Ohio,Trumbull,"Census Tract 9206, Trumbull County, Ohio",Census Tract,39155920600,Non-Rural,,,,,,
,Ohio,Trumbull,"Census Tract 9207, Trumbull County, Ohio",Census Tract,39155920700,Non-Rural,,,,,,
,Ohio,Trumbull,"Census Tract 9216, Trumbull County, Ohio",Census Tract,39155921600,Non-Rural,,,,,,
Primary Care,1391907936,OFAC-Akron Children's Locust Pediatric Care Group,Other Facility,Ohio,"Summit County, OH",,15,16,Designated,Non-Rural,06/16/2006,03/15/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,OFAC-Akron Children's Locust Pediatric Care Group,215 W Bowery St,Akron,OH,44308-1069,Summit,Non-Rural,,,,,
Mental Health,7398605506,SMH-Northcoast Behavioral Healthcare,State Mental Hospital,Ohio,"Summit County, OH",,8,NA,Designated,Non-Rural,11/23/1982,03/15/2022
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,SMH-Northcoast Behavioral Healthcare,1756 Sagamore Rd,Northfield,OH,44067-1086,Summit,Non-Rural,,,,,
Mental Health,7396071353,MHCA 52,Geographic HPSA,Ohio,"Fayette County, OH | Highland County, OH | Pickaway County, OH | Pike County, OH | Ross County, OH",5.825,13,NA,Designated,Partially Rural,09/09/2021,09/09/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Fayette,Fayette,Single County,39047,Rural,,,,,,
,Ohio,Highland,Highland,Single County,39071,Rural,,,,,,
,Ohio,Pickaway,Pickaway,Single County,39129,Partially Rural,,,,,,
,Ohio,Pike,Pike,Single County,39131,Rural,,,,,,
,Ohio,Ross,Ross,Single County,39141,Rural,,,,,,
Primary Care,1399020517,Painesville Service Area,High Needs Geographic HPSA,Ohio,"Lake County, OH",4.21,12,15,Designated,Non-Rural,04/30/2014,09/10/2021
,Component State Name,Component County Name,Component Name,Component Type,Component GEOID,Component Rural Status,,,,,,
,Ohio,Lake,"Census Tract 2042, Lake County, Ohio",Census Tract,39085204200,Non-Rural,,,,,,
,Ohio,Lake,"Census Tract 2043.02, Lake County, Ohio",Census Tract,39085204302,Non-Rural,,,,,,
,Ohio,Lake,"Census Tract 2044, Lake County, Ohio",Census Tract,39085204400,Non-Rural,,,,,,
,Ohio,Lake,"Census Tract 2045, Lake County, Ohio",Census Tract,39085204500,Non-Rural,,,,,,
,Ohio,Lake,"Census Tract 2062, Lake County, Ohio",Census Tract,39085206200,Non-Rural,,,,,,
Primary Care,1549995472,"Valley Health Systems, Inc.",Federally Qualified Health Center,West Virginia,"Cabell County, WV",,16,19,Designated,Non-Rural,06/04/2013,09/10/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,COMMUNITY HEALTH SYSTEMS,252 Rural Acres Dr,Beckley,WV,25801-3503,Raleigh,Non-Rural,,,,,
,"MONONGAHELA VALLEY ASSOCIATION OF HEALTH CENTERS, INC.",1322 Locust Ave,Fairmont,WV,26554-1436,Marion,Rural,,,,,
,VALLEY HEALTH - 10TH STREET,540 10th St,Huntington,WV,25701-2217,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - A WOMAN'S PLACE,1630 13th Ave,Huntington,WV,25701-3812,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - CABELL MIDLAND HIGH SCHOOL,11315 US Route 60,Ona,WV,25545-7050,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - CARL JOHNSON,307 5th Ave,Huntington,WV,25702-1815,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - COAL GROVE,205 Marion Pike,Coal Grove,OH,45638-3165,Lawrence,Non-Rural,,,,,
,VALLEY HEALTH - EAST HUNTINGTON,85 DONOHOE DR,Huntington,WV,25705-8887,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - ENT,3 Stonecrest Dr,Huntington,WV,25701-9392,Cabell,Non-Rural,,,,,
,Valley Health - FoodFair Route 60,6350 US Route 60 E,Barboursville,WV,25504-1232,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - FORT GAY,71 Wayne St,Fort Gay,WV,25514-8518,Wayne,Non-Rural,,,,,
,VALLEY HEALTH - HARMONY HOUSE,627 4th Ave,Huntington,WV,25701-1320,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - HARTS,22 Fleming Dr,Harts,WV,25524-9788,Lincoln,Rural,,,,,
,VALLEY HEALTH - HARTS INTERMEDIATE SCHOOL,1246 McClellan Hwy,Harts,WV,25524-9524,Lincoln,Rural,,,,,
,VALLEY HEALTH - HIGHLAWN,2585 3rd Ave,Huntington,WV,25703-1642,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - HUNTINGTON,1301 Hal Greer Blvd,Huntington,WV,25701-3803,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - HUNTINGTON HIGH SCHOOL,1 Highlander Way,Huntington,WV,25701-5261,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - HURRICANE,3729 Teays Valley Rd STE 100,Hurricane,WV,25526-9705,Putnam,Non-Rural,,,,,
,VALLEY HEALTH - MILTON AT HARBOUR WAY,1 Harbour Way,Milton,WV,25541-1545,Cabell,Non-Rural,,,,,
,Valley Health - Point Pleasant Fruth,2501 Jackson Ave,Point Pleasant,WV,25550-2035,Mason,Rural,,,,,
,VALLEY HEALTH - POINT PLEASANT PEDIATRICS,2801 Jackson Ave,Point Pleasant,WV,25550-1713,Mason,Rural,,,,,
,VALLEY HEALTH - SOUTHSIDE,723 9th Ave,Huntington,WV,25701-2718,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - SOUTHSIDE ELEMENTARY/HUNTINGTON MIDDLE SCHOOL,10Th Ave & 3rd St,Huntington,WV,25701,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - SPRING VALLEY HIGH SCHOOL,1 Timberwolf Ln,Huntington,WV,25704-9377,Wayne,Non-Rural,,,,,
,VALLEY HEALTH - STEPPTOWN,3 Adena Dr,Kermit,WV,25674-8063,Wayne,Non-Rural,,,,,
,VALLEY HEALTH - TEAYS VALLEY,1100 Hospital Dr,Hurricane,WV,25526-8712,Putnam,Non-Rural,,,,,
,VALLEY HEALTH - UPPER KANAWHA,408 Alexander St,Cedar Grove,WV,25039,Kanawha,Non-Rural,,,,,
,Valley Health - Wayne,42 McGinnis Dr,Wayne,WV,25570-9553,Wayne,Non-Rural,,,,,
,VALLEY HEALTH - WAYNE HIGH SCHOOL,100 Pioneer Rd,Wayne,WV,25570-9504,Wayne,Non-Rural,,,,,
,VALLEY HEALTH - WESTMORELAND,2908 Auburn Rd,Huntington,WV,25704-2715,Wayne,Non-Rural,,,,,
,Valley Health Apple Grove,26489 Huntington Rd,Apple Grove,WV,25502,Mason,Rural,,,,,
,Valley Health Louisa,112 S Vinson Ave,Louisa,KY,41230-1155,Lawrence,Rural,,,,,
,Valley Health Mobile Unit,4270 US Route 60,Huntington,WV,25705-2936,Cabell,Non-Rural,,,,,
,Valley Health Pea Ridge,4270 US Route 60,Huntington,WV,25705-2936,Cabell,Non-Rural,,,,,
,Valley Health SCP Charleston 108,"830 Pennsylvania Ave, Ste 108",Charleston,WV,25302-3389,Kanawha,Non-Rural,,,,,
,Valley Health SCP Charleston 110,"830 Pennsylvania Ave, Ste 110",Charleston,WV,25302-3389,Kanawha,Non-Rural,,,,,
,Valley Health SCP Charleston 305,"830 Pennsylvania Ave, Ste 305",Charleston,WV,25302-3390,Kanawha,Non-Rural,,,,,
,Valley Health SCP Hurricane,3751 Teays Valley Rd,Hurricane,WV,25526-9705,Putnam,Non-Rural,,,,,
,Valley Health- Huntington Dental,1319 Hal Greer Blvd,Huntington,WV,25701-3803,Cabell,Non-Rural,,,,,
,Valley Health- Kanawha City,4407 Maccorkle Ave SE,Charleston,WV,25304-2541,Kanawha,Non-Rural,,,,,
,VALLEY HEALTH- MILTON,Johns Creek Rd,Milton,WV,25541,Cabell,Non-Rural,,,,,
,Valley Health- Teays Pediatrics,111 Great Teays Blvd,Scott Depot,WV,25560-9548,Putnam,Non-Rural,,,,,
,WHEELING HEALTH RIGHT CENTER,61 29th St,Wheeling,WV,26003-4161,Ohio,Non-Rural,,,,,
Mental Health,7549995418,"Valley Health Systems, Inc.",Federally Qualified Health Center,West Virginia,"Cabell County, WV",,21,NA,Designated,Non-Rural,06/10/2013,09/10/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,COMMUNITY HEALTH SYSTEMS,252 Rural Acres Dr,Beckley,WV,25801-3503,Raleigh,Non-Rural,,,,,
,"MONONGAHELA VALLEY ASSOCIATION OF HEALTH CENTERS, INC.",1322 Locust Ave,Fairmont,WV,26554-1436,Marion,Rural,,,,,
,VALLEY HEALTH - 10TH STREET,540 10th St,Huntington,WV,25701-2217,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - A WOMAN'S PLACE,1630 13th Ave,Huntington,WV,25701-3812,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - CABELL MIDLAND HIGH SCHOOL,11315 US Route 60,Ona,WV,25545-7050,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - CARL JOHNSON,307 5th Ave,Huntington,WV,25702-1815,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - COAL GROVE,205 Marion Pike,Coal Grove,OH,45638-3165,Lawrence,Non-Rural,,,,,
,VALLEY HEALTH - EAST HUNTINGTON,85 DONOHOE DR,Huntington,WV,25705-8887,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - ENT,3 Stonecrest Dr,Huntington,WV,25701-9392,Cabell,Non-Rural,,,,,
,Valley Health - FoodFair Route 60,6350 US Route 60 E,Barboursville,WV,25504-1232,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - FORT GAY,71 Wayne St,Fort Gay,WV,25514-8518,Wayne,Non-Rural,,,,,
,VALLEY HEALTH - HARMONY HOUSE,627 4th Ave,Huntington,WV,25701-1320,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - HARTS,22 Fleming Dr,Harts,WV,25524-9788,Lincoln,Rural,,,,,
,VALLEY HEALTH - HARTS INTERMEDIATE SCHOOL,1246 McClellan Hwy,Harts,WV,25524-9524,Lincoln,Rural,,,,,
,VALLEY HEALTH - HIGHLAWN,2585 3rd Ave,Huntington,WV,25703-1642,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - HUNTINGTON,1301 Hal Greer Blvd,Huntington,WV,25701-3803,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - HUNTINGTON HIGH SCHOOL,1 Highlander Way,Huntington,WV,25701-5261,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - HURRICANE,3729 Teays Valley Rd STE 100,Hurricane,WV,25526-9705,Putnam,Non-Rural,,,,,
,VALLEY HEALTH - MILTON AT HARBOUR WAY,1 Harbour Way,Milton,WV,25541-1545,Cabell,Non-Rural,,,,,
,Valley Health - Point Pleasant Fruth,2501 Jackson Ave,Point Pleasant,WV,25550-2035,Mason,Rural,,,,,
,VALLEY HEALTH - POINT PLEASANT PEDIATRICS,2801 Jackson Ave,Point Pleasant,WV,25550-1713,Mason,Rural,,,,,
,VALLEY HEALTH - SOUTHSIDE,723 9th Ave,Huntington,WV,25701-2718,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - SOUTHSIDE ELEMENTARY/HUNTINGTON MIDDLE SCHOOL,10Th Ave & 3rd St,Huntington,WV,25701,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - SPRING VALLEY HIGH SCHOOL,1 Timberwolf Ln,Huntington,WV,25704-9377,Wayne,Non-Rural,,,,,
,VALLEY HEALTH - STEPPTOWN,3 Adena Dr,Kermit,WV,25674-8063,Wayne,Non-Rural,,,,,
,VALLEY HEALTH - TEAYS VALLEY,1100 Hospital Dr,Hurricane,WV,25526-8712,Putnam,Non-Rural,,,,,
,VALLEY HEALTH - UPPER KANAWHA,408 Alexander St,Cedar Grove,WV,25039,Kanawha,Non-Rural,,,,,
,Valley Health - Wayne,42 McGinnis Dr,Wayne,WV,25570-9553,Wayne,Non-Rural,,,,,
,VALLEY HEALTH - WAYNE HIGH SCHOOL,100 Pioneer Rd,Wayne,WV,25570-9504,Wayne,Non-Rural,,,,,
,VALLEY HEALTH - WESTMORELAND,2908 Auburn Rd,Huntington,WV,25704-2715,Wayne,Non-Rural,,,,,
,Valley Health Apple Grove,26489 Huntington Rd,Apple Grove,WV,25502,Mason,Rural,,,,,
,Valley Health Louisa,112 S Vinson Ave,Louisa,KY,41230-1155,Lawrence,Rural,,,,,
,Valley Health Mobile Unit,4270 US Route 60,Huntington,WV,25705-2936,Cabell,Non-Rural,,,,,
,Valley Health Pea Ridge,4270 US Route 60,Huntington,WV,25705-2936,Cabell,Non-Rural,,,,,
,Valley Health SCP Charleston 108,"830 Pennsylvania Ave, Ste 108",Charleston,WV,25302-3389,Kanawha,Non-Rural,,,,,
,Valley Health SCP Charleston 110,"830 Pennsylvania Ave, Ste 110",Charleston,WV,25302-3389,Kanawha,Non-Rural,,,,,
,Valley Health SCP Charleston 305,"830 Pennsylvania Ave, Ste 305",Charleston,WV,25302-3390,Kanawha,Non-Rural,,,,,
,Valley Health SCP Hurricane,3751 Teays Valley Rd,Hurricane,WV,25526-9705,Putnam,Non-Rural,,,,,
,Valley Health- Huntington Dental,1319 Hal Greer Blvd,Huntington,WV,25701-3803,Cabell,Non-Rural,,,,,
,Valley Health- Kanawha City,4407 Maccorkle Ave SE,Charleston,WV,25304-2541,Kanawha,Non-Rural,,,,,
,VALLEY HEALTH- MILTON,Johns Creek Rd,Milton,WV,25541,Cabell,Non-Rural,,,,,
,Valley Health- Teays Pediatrics,111 Great Teays Blvd,Scott Depot,WV,25560-9548,Putnam,Non-Rural,,,,,
,WHEELING HEALTH RIGHT CENTER,61 29th St,Wheeling,WV,26003-4161,Ohio,Non-Rural,,,,,
Dental Health,6549995443,"Valley Health Systems, Inc.",Federally Qualified Health Center,West Virginia,"Cabell County, WV",,21,NA,Designated,Non-Rural,06/10/2013,09/10/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,COMMUNITY HEALTH SYSTEMS,252 Rural Acres Dr,Beckley,WV,25801-3503,Raleigh,Non-Rural,,,,,
,"MONONGAHELA VALLEY ASSOCIATION OF HEALTH CENTERS, INC.",1322 Locust Ave,Fairmont,WV,26554-1436,Marion,Rural,,,,,
,VALLEY HEALTH - 10TH STREET,540 10th St,Huntington,WV,25701-2217,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - A WOMAN'S PLACE,1630 13th Ave,Huntington,WV,25701-3812,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - CABELL MIDLAND HIGH SCHOOL,11315 US Route 60,Ona,WV,25545-7050,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - CARL JOHNSON,307 5th Ave,Huntington,WV,25702-1815,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - COAL GROVE,205 Marion Pike,Coal Grove,OH,45638-3165,Lawrence,Non-Rural,,,,,
,VALLEY HEALTH - EAST HUNTINGTON,85 DONOHOE DR,Huntington,WV,25705-8887,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - ENT,3 Stonecrest Dr,Huntington,WV,25701-9392,Cabell,Non-Rural,,,,,
,Valley Health - FoodFair Route 60,6350 US Route 60 E,Barboursville,WV,25504-1232,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - FORT GAY,71 Wayne St,Fort Gay,WV,25514-8518,Wayne,Non-Rural,,,,,
,VALLEY HEALTH - HARMONY HOUSE,627 4th Ave,Huntington,WV,25701-1320,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - HARTS,22 Fleming Dr,Harts,WV,25524-9788,Lincoln,Rural,,,,,
,VALLEY HEALTH - HARTS INTERMEDIATE SCHOOL,1246 McClellan Hwy,Harts,WV,25524-9524,Lincoln,Rural,,,,,
,VALLEY HEALTH - HIGHLAWN,2585 3rd Ave,Huntington,WV,25703-1642,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - HUNTINGTON,1301 Hal Greer Blvd,Huntington,WV,25701-3803,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - HUNTINGTON HIGH SCHOOL,1 Highlander Way,Huntington,WV,25701-5261,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - HURRICANE,3729 Teays Valley Rd STE 100,Hurricane,WV,25526-9705,Putnam,Non-Rural,,,,,
,VALLEY HEALTH - MILTON AT HARBOUR WAY,1 Harbour Way,Milton,WV,25541-1545,Cabell,Non-Rural,,,,,
,Valley Health - Point Pleasant Fruth,2501 Jackson Ave,Point Pleasant,WV,25550-2035,Mason,Rural,,,,,
,VALLEY HEALTH - POINT PLEASANT PEDIATRICS,2801 Jackson Ave,Point Pleasant,WV,25550-1713,Mason,Rural,,,,,
,VALLEY HEALTH - SOUTHSIDE,723 9th Ave,Huntington,WV,25701-2718,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - SOUTHSIDE ELEMENTARY/HUNTINGTON MIDDLE SCHOOL,10Th Ave & 3rd St,Huntington,WV,25701,Cabell,Non-Rural,,,,,
,VALLEY HEALTH - SPRING VALLEY HIGH SCHOOL,1 Timberwolf Ln,Huntington,WV,25704-9377,Wayne,Non-Rural,,,,,
,VALLEY HEALTH - STEPPTOWN,3 Adena Dr,Kermit,WV,25674-8063,Wayne,Non-Rural,,,,,
,VALLEY HEALTH - TEAYS VALLEY,1100 Hospital Dr,Hurricane,WV,25526-8712,Putnam,Non-Rural,,,,,
,VALLEY HEALTH - UPPER KANAWHA,408 Alexander St,Cedar Grove,WV,25039,Kanawha,Non-Rural,,,,,
,Valley Health - Wayne,42 McGinnis Dr,Wayne,WV,25570-9553,Wayne,Non-Rural,,,,,
,VALLEY HEALTH - WAYNE HIGH SCHOOL,100 Pioneer Rd,Wayne,WV,25570-9504,Wayne,Non-Rural,,,,,
,VALLEY HEALTH - WESTMORELAND,2908 Auburn Rd,Huntington,WV,25704-2715,Wayne,Non-Rural,,,,,
,Valley Health Apple Grove,26489 Huntington Rd,Apple Grove,WV,25502,Mason,Rural,,,,,
,Valley Health Louisa,112 S Vinson Ave,Louisa,KY,41230-1155,Lawrence,Rural,,,,,
,Valley Health Mobile Unit,4270 US Route 60,Huntington,WV,25705-2936,Cabell,Non-Rural,,,,,
,Valley Health Pea Ridge,4270 US Route 60,Huntington,WV,25705-2936,Cabell,Non-Rural,,,,,
,Valley Health SCP Charleston 108,"830 Pennsylvania Ave, Ste 108",Charleston,WV,25302-3389,Kanawha,Non-Rural,,,,,
,Valley Health SCP Charleston 110,"830 Pennsylvania Ave, Ste 110",Charleston,WV,25302-3389,Kanawha,Non-Rural,,,,,
,Valley Health SCP Charleston 305,"830 Pennsylvania Ave, Ste 305",Charleston,WV,25302-3390,Kanawha,Non-Rural,,,,,
,Valley Health SCP Hurricane,3751 Teays Valley Rd,Hurricane,WV,25526-9705,Putnam,Non-Rural,,,,,
,Valley Health- Huntington Dental,1319 Hal Greer Blvd,Huntington,WV,25701-3803,Cabell,Non-Rural,,,,,
,Valley Health- Kanawha City,4407 Maccorkle Ave SE,Charleston,WV,25304-2541,Kanawha,Non-Rural,,,,,
,VALLEY HEALTH- MILTON,Johns Creek Rd,Milton,WV,25541,Cabell,Non-Rural,,,,,
,Valley Health- Teays Pediatrics,111 Great Teays Blvd,Scott Depot,WV,25560-9548,Putnam,Non-Rural,,,,,
,WHEELING HEALTH RIGHT CENTER,61 29th St,Wheeling,WV,26003-4161,Ohio,Non-Rural,,,,,
Primary Care,139999392F,"Lifecare Family Health and Dental Center, Inc",Federally Qualified Health Center,Ohio,"Stark County, OH",,21,19,Designated,Non-Rural,02/28/2006,09/10/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,9th Street Family Health Center,408 9th St SW,Canton,OH,44707-4714,Stark,Non-Rural,,,,,
,Lincoln Street Health Center,2725 Lincoln St E,Canton,OH,44707-2769,Stark,Non-Rural,,,,,
,Massillon Professional Building,830 Amherst Rd NE,Massillon,OH,44646-8518,Stark,Non-Rural,,,,,
,Refuge of Hope,715 2nd St NE,Canton,OH,44704-1128,Stark,Non-Rural,,,,,
Mental Health,7399993987,"Lifecare Family Health and Dental Center, Inc",Federally Qualified Health Center,Ohio,"Stark County, OH",,18,NA,Designated,Non-Rural,01/01/2006,09/10/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,9th Street Family Health Center,408 9th St SW,Canton,OH,44707-4714,Stark,Non-Rural,,,,,
,Lincoln Street Health Center,2725 Lincoln St E,Canton,OH,44707-2769,Stark,Non-Rural,,,,,
,Massillon Professional Building,830 Amherst Rd NE,Massillon,OH,44646-8518,Stark,Non-Rural,,,,,
,Refuge of Hope,715 2nd St NE,Canton,OH,44704-1128,Stark,Non-Rural,,,,,
Dental Health,6399993993,"Lifecare Family Health and Dental Center, Inc",Federally Qualified Health Center,Ohio,"Stark County, OH",,25,NA,Designated,Non-Rural,02/28/2006,09/10/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,9th Street Family Health Center,408 9th St SW,Canton,OH,44707-4714,Stark,Non-Rural,,,,,
,Lincoln Street Health Center,2725 Lincoln St E,Canton,OH,44707-2769,Stark,Non-Rural,,,,,
,Massillon Professional Building,830 Amherst Rd NE,Massillon,OH,44646-8518,Stark,Non-Rural,,,,,
,Refuge of Hope,715 2nd St NE,Canton,OH,44704-1128,Stark,Non-Rural,,,,,
Primary Care,13999939A8,"Butler County Community Health Consortium, Inc.",Federally Qualified Health Center,Ohio,"Butler County, OH",,21,16,Designated,Non-Rural,04/30/2007,09/10/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Bogan Elementary School-Based Services,5200 Hamilton Richmond Rd,Oxford,OH,45056-9433,Butler,Non-Rural,,,,,
,Cassano Community Health Center,165 S Edwin C Moses Blvd STE 100,Dayton,OH,45402-8472,Montgomery,Non-Rural,,,,,
,Edgewood Local Schools SBHC,3045 Busenbark Rd STE B,Trenton,OH,45067-7611,Butler,Non-Rural,,,,,
,Fairfield School Based Health Center,211 Donald Dr,Fairfield,OH,45014-3069,Butler,Non-Rural,,,,,
,Fairfield Township Community Health Center,"3145 Hamilton Mason Rd, Ste 202",Fairfield Township,OH,45011-8556,Butler,Non-Rural,,,,,
,Hamilton Community Health Center,210 S 2nd St,Hamilton,OH,45011-2811,Butler,Non-Rural,,,,,
,Hamilton School-Based Health Center,250 N Fair Ave,Hamilton,OH,45011-4222,Butler,Non-Rural,,,,,
,Hamilton West,903 NW Washington Blvd STE A,Hamilton,OH,45013-6367,Butler,Non-Rural,,,,,
,Kramer Elementary School-Based Services,400 W Sycamore St,Oxford,OH,45056-1168,Butler,Rural,,,,,
,Marshall School-Based Health Center,3260 Oxford Millville Rd,Oxford,OH,45056-9430,Butler,Non-Rural,,,,,
,Middletown Community Health Center,1036 S Verity Pkwy,Middletown,OH,45044-5513,Butler,Non-Rural,,,,,
,Middletown Community Health Center - 9th Avenue,930 9th Ave,Middletown,OH,45044-5530,Butler,Non-Rural,,,,,
,Middletown School-Based Health Center,601 N Breiel Blvd UNIT B,Middletown,OH,45042-3899,Butler,Non-Rural,,,,,
,Mobile Dental Van,S 2nd St,Hamilton,OH,45011-2935,Butler,Non-Rural,,,,,
,Northridge School-Based Health Center,2011 Timber Ln STE B,Dayton,OH,45414-4528,Montgomery,Non-Rural,,,,,
,Oxford Community Health Center,10 N Locust St,Oxford,OH,45056-1192,Butler,Rural,,,,,
,Primary Health Solutions - Administration,300 High St FL 4,Hamilton,OH,45011-6078,Butler,Non-Rural,,,,,
,Prospect Hill Community Health Center,"1010 Cereal Ave, Ste 103",Hamilton,OH,45013-2776,Butler,Non-Rural,,,,,
